MemberID,FullDate,DayofWeek,PurchaseID
4564,2020-08-07,4,d045e64b-978e-4653-9dc4-b6f80179c765
3337,2020-05-14,3,87bbc24e-36aa-4aff-b9b5-325dc959dcf4
4931,2020-04-05,6,552b55be-d549-49a2-bcb9-582902d7f32d
2623,2020-10-10,5,33ac6cb5-3f89-4854-af20-e08e71a9be7c
4581,2020-03-04,2,dd23f97f-dfc0-4b62-845c-c3c869538ef4
2635,2020-11-06,4,7bf54d7c-e0c2-40be-aa45-ce25289c4b6e
1095,2020-10-30,4,ca39319d-616e-4910-9f7c-4d69d3132975
2990,2020-05-23,5,f3c7c2af-4410-4c4e-bde6-e40fcd3d8354
2426,2020-05-06,2,37b7d04b-d156-4516-9b84-5ae56b39cef5
4555,2020-07-11,5,f35d93a3-caf4-43d3-a225-83f30f56f572
3635,2020-04-09,3,fa367036-67b0-43d6-8d42-f5248d11dd74
3058,2020-05-18,0,03ff56fe-514a-44c9-ace7-64b2aebf8eb9
4391,2020-03-26,3,cadbf1b0-a08c-4c4e-991f-24271ee93e53
1306,2020-06-23,1,7b6c847c-e4bf-468c-8b3d-4e5be507cb5f
1024,2020-10-08,3,c8cd1b22-f41b-4285-8dda-5d0be1efd0b1
1295,2020-07-23,3,fe09c569-bcfd-43ac-9b25-d3e08a71cbf1
1661,2020-01-06,1,45e64952-835d-4fe3-8fb4-7132ce85e9d0
4591,2020-05-15,4,c9535df7-3e50-40f4-bfe4-b774ff8f1259
3169,2020-06-14,6,ab22d5b8-4329-4942-b1d7-0ab3fd28df8f
3915,2020-05-21,3,94881a5a-d7db-43fe-929f-76859c7851b0
1127,2020-01-14,2,05e07298-e482-4a05-8b98-e71c6278de04
4828,2020-08-08,5,09b3923b-d5a8-4763-a3c3-7a905bd8dfed
3683,2020-10-06,1,3989eb42-00ad-485f-ad49-aeac50852e8c
1971,2020-09-18,4,2ecd7a7e-bb54-48ac-baf2-3997bba651fd
3014,2020-11-11,2,fb1d4b17-4edd-4258-b19f-acc0307321b1
3779,2020-09-15,1,1936523c-8b1c-414e-a90b-fbc31e131fac
2489,2020-04-05,6,ad8c9bd6-365d-4e37-b2fd-fd542b0ff045
3564,2020-06-27,5,2fefc725-cd0c-4900-9d95-b95b74647e2d
4092,2020-09-30,2,b694c4cf-d2d3-4826-9ebc-28678a3f3287
3221,2020-01-13,1,01438634-6a95-468b-bed6-78322b2368fe
1279,2020-06-09,1,8c382efb-a201-4818-9e0b-12838af9600b
2581,2020-08-22,5,125d7b71-f5cc-44cb-bc64-f5cbbdecb4ee
2295,2020-02-25,2,512963d6-9ece-46c1-8196-77c323783cc6
4760,2020-02-22,6,dc5a3889-48e3-4988-9d6e-dc49cfd8bac2
3649,2020-01-16,4,7d20ad24-a26c-41c0-932c-f5fb5088afd6
1075,2020-11-19,3,5051312a-9e2c-449f-b79b-a47ed29558e7
3987,2020-08-19,2,40f51967-67ce-450a-aa36-a8cc276a6d2d
4106,2020-08-25,1,67c8a4dd-81ec-4141-9aad-92ad98c05e7a
4338,2020-06-24,2,a3488033-473c-4979-8965-c6646b732a97
4166,2020-06-11,3,e98912b6-8203-4fee-9112-9f3be7e1c8e1
1211,2020-10-03,5,3706c523-f76b-476a-9b7d-8f83ea9d9320
3954,2020-01-21,2,77bde9db-43ac-4752-afac-53e47a3f3bd3
3928,2020-07-18,5,0db9d2e7-3a27-4321-a92b-96449778bcd3
3827,2020-09-30,2,b5abef15-658d-4d17-a8d7-834ba814d047
4699,2020-08-02,6,2719fa07-d3bc-4e0e-ae85-c4147b935cc1
4747,2020-08-06,3,ad528327-3088-415a-9fbc-bf3b90ff47a4
3028,2020-09-06,6,47b5fb80-95e3-4566-81d3-6468e65743a6
2851,2020-03-16,0,5d8b2a67-ddf8-46fe-9884-d49760a54864
4417,2020-02-25,2,86d27def-9fa1-4255-94a4-0130fee9794a
3822,2020-07-03,4,ca77d3a1-2b26-42b2-b0d4-91a090f1ebce
2288,2020-05-31,6,f3f35025-9c3f-497e-bb9e-967d2cfeaf76
2184,2020-06-30,1,ef0fb39d-3318-455c-a434-f48f8b8703de
4554,2020-08-27,3,54163f90-3992-4009-84cc-4ab20158c922
3361,2020-05-03,6,02cc9974-6c9f-4778-a5f0-f748a7cf00c1
2999,2020-04-17,4,13a38a03-b624-434c-8706-797cd2d778cf
2614,2020-06-25,3,665b5a7d-c1c5-4a50-9db6-397cbac9be0d
4064,2020-05-06,2,c0780e29-12b3-4063-8398-3f2e1449a1d0
3567,2020-04-10,4,0f3cb6e3-dd6b-4618-a947-320e426c0d9b
2587,2020-07-05,6,e21845f7-0c09-452a-95f0-222e840c3036
3783,2020-06-17,2,f3c76499-34ba-4a1c-8c4f-5fa679f79fb0
1923,2020-02-14,5,1e847372-547b-40ba-821e-96ea481eb77d
4835,2020-02-19,3,14786540-c272-47df-a9fc-a564942d92c0
1514,2020-08-24,0,e2bf1489-96cf-4d0b-ba38-91a25414c846
3154,2020-06-22,0,bc55725d-1335-49bc-a1a9-a0934c91f2ca
1313,2020-12-25,4,c12b79c1-6988-4137-a927-2e98c88e9864
2794,2020-07-18,5,4264cb8e-1793-48f0-ab05-bd5cceacb075
2359,2020-09-04,4,3f515cd9-9956-4203-9894-7c89e5852f5c
2238,2020-09-03,3,3408291d-031a-4b17-90e7-c6486987d3f3
3795,2020-01-17,5,db054eff-3b3e-4005-a53c-788aac5c8ff9
3724,2020-11-26,3,4c92c7e0-4a28-404c-b5dc-b0a4f4cc2272
1152,2020-05-03,6,995fada2-2630-4b13-aac7-97f820b738dc
4559,2020-03-16,0,4bad4c1d-6f68-4041-abf5-10f2a79a3af2
3922,2020-02-27,4,f44fbce9-a692-4d5e-9061-7a12b8e324d9
1709,2020-04-22,2,e6ee0db5-896d-4e88-bcbc-16fba025dece
2219,2020-04-17,4,1631fc22-c88c-4d1d-ae9a-a1ce9c9eca79
2206,2020-10-17,5,d3c32e4a-db08-4c75-ad33-7c1b4b2cfb73
1752,2020-06-04,3,4fc16863-6b91-4620-a287-6881b6c568b1
3942,2020-10-11,6,0daf3faa-bda8-4464-a4bf-739b3bceefae
3296,2020-08-17,0,35f373ed-c5e2-467b-8a0c-8e075e8313d3
2257,2020-05-02,5,9481174f-a231-4a39-8432-19df8f1c4482
4313,2020-07-28,1,34722829-5652-48a8-9b8f-662548a40df1
2001,2020-08-21,4,17d1003d-34e1-4b51-9d59-ff2ab62499cd
2449,2020-08-07,4,f8d5d503-4bad-4ccc-96ba-d94e2ebd1079
4914,2020-12-04,4,531883fb-6d35-490d-a374-2b3dbfd4784d
2764,2020-07-24,4,2656de8d-3429-4ec4-aab9-f92cb5872008
4187,2020-09-05,5,ee7108ba-f545-49c8-b308-52c89f3925da
1392,2020-04-20,0,eed753f0-1f20-41b8-9b4a-e8d39526a5d3
3427,2020-04-28,1,0dee79cb-3e57-43c4-a93c-3d66d069d013
1411,2020-02-20,4,bcc808f1-6022-4b2f-84dc-eb5910041e65
3390,2020-11-14,5,48bf0d0f-67d9-46f2-8efb-c0648b642c93
4787,2020-01-08,3,a6dd10b2-93f7-4c47-806f-a428789756d8
3310,2020-01-17,5,728ac807-fbba-460c-9ab7-b8ade3ad1ef2
1782,2020-10-10,5,65779242-71de-4c50-863b-f5643ece5e2a
3375,2020-04-26,6,40bdfaed-5aae-4360-a90c-9026846df434
2760,2020-07-01,2,08c8a082-04d7-48d7-9eb1-64206b7e8202
4249,2020-09-13,6,b05b0600-7628-4826-a932-84b108f04ed9
2904,2020-06-06,5,53c9ad06-e6dc-4b66-851d-62f1bf9d1424
4090,2020-02-26,3,458775f9-a9ac-4d57-8f4f-3a2d50da51c3
3060,2020-05-07,3,668c17ae-4572-45e4-b7c4-679812c756f9
3768,2020-07-10,4,d990ab9c-999c-4205-8ae9-cedf81742243
1232,2020-01-21,2,923a4d1e-5add-4110-ac7f-9fc8a9115680
1360,2020-10-23,4,d5c32322-37fe-463a-897a-2e4633bba02c
1107,2020-01-10,5,8db5991d-a721-416c-81b1-8cff8b26c6f1
2865,2020-04-11,5,8b3c72e4-f07c-4fa8-9bba-52c2b7346845
2958,2020-06-14,6,6b121d7e-5c0c-4c55-8e7c-f707be4f5667
2448,2020-12-07,0,5ae37628-bef1-433b-b780-a9f5f282ee79
1222,2020-09-24,3,1c0b7701-d9c9-4fce-b512-816cb2cc597b
2943,2020-06-20,5,571a0703-0e84-4f5b-901f-3dcc093c24a4
2270,2020-11-08,6,bd27b8b2-5d65-457b-b564-c6f3a37ba894
3812,2020-07-21,1,02b0744d-5876-4908-b856-27ea83cf568b
1482,2020-11-22,6,f187e4ec-d30e-458c-ada5-2bc87d65c374
4720,2020-02-22,6,87735885-686d-42ac-8c40-d6eae66f9d7d
1344,2020-04-09,3,69cfa01d-170a-4d62-87c4-10e7b3750950
2397,2020-04-10,4,58f5aa77-2ecd-4ac2-8fd6-c95cc4b007cd
4182,2020-12-05,5,929c3121-491f-4514-820c-24da04df64b4
4487,2020-10-07,2,9b537b62-8db0-4140-8f91-e9c4ba9e36d2
3467,2020-12-24,3,aed3d427-c67e-4f92-87bf-a1de307cdd81
2443,2020-11-15,6,c5681bcd-5911-4e09-af45-7fceb4f0a842
2749,2020-01-27,1,f48ac30d-b510-4d77-af60-1d589a9dbcb2
4389,2020-04-13,0,c477f3d4-7f7e-4af5-8b89-2d74f69126c1
1674,2020-04-12,6,068ec24b-4978-49e3-bd03-b78dfdbd5eb8
4262,2020-10-16,4,c6d6f451-9439-4c0b-93bf-dcb34c0bc308
2082,2020-07-04,5,e5d54590-bf1f-4145-9227-74d59013d6fe
4494,2020-06-01,0,ca7eeff8-2f9a-4006-b971-424bd3ee80b5
2460,2020-09-28,0,08e22077-26bb-4fff-9726-02109200a5d4
4509,2020-11-29,6,5b25bcad-92b3-4ae6-9c3c-471fcd95f753
2267,2020-03-07,5,77f85e92-1bf6-4ee0-9a9a-6dcdfe635954
4891,2020-05-09,5,f6171b81-6f11-49da-b274-2f0ba4ef9b77
3962,2020-09-20,6,d2626e19-0d2b-4436-9857-a80c822fba5a
4964,2020-07-18,5,0ca600b6-503a-43c9-87af-9bdc5f62454d
2914,2020-11-30,0,0fcda63a-9d7a-4ce8-818b-94c3d94f7233
2808,2020-05-05,1,040dc1d1-300d-45d9-bc7a-ed850b0114b7
1085,2020-08-15,5,9969723c-a1c1-4a18-abcc-4368e828ab38
3808,2020-08-18,1,1bc77795-880a-4750-ac2b-061c4b92f2d2
4149,2020-07-01,2,91666bc5-c2f7-4c90-b19f-154624b3475b
2331,2020-05-06,2,b286d63e-af0b-43ab-9554-f92b32d99584
4475,2020-03-04,2,0852ec0c-89da-49ac-b0e9-929dc187f3b6
2761,2020-04-25,5,93a85a52-75a1-4d52-8e32-3fbee0a26e1f
2620,2020-12-14,0,ae4ce57f-2bed-4344-8a6f-66993ebe06fe
3206,2020-10-13,1,7955ae5c-662b-457a-8b1a-455dd9ced64c
1226,2020-04-13,0,e5916ea4-da02-4b85-9563-83be7c24cc3a
1395,2020-07-03,4,0a46d0ff-be71-43ff-b5f4-eedea38fb984
2465,2020-07-06,0,fb3179df-6d89-48f5-81f4-c6179992dc3f
3572,2020-09-07,0,17043bfb-2ed0-45e7-ab91-9d031dbbe95c
4387,2020-08-05,2,f6080163-4163-40da-a3b8-14a61c08d729
1555,2020-03-27,4,cb8b5d5c-2ca1-4b6e-9679-9e9313243ba7
1181,2020-11-16,0,5f220ed3-46a1-488b-8856-b37eb98a8a34
2814,2020-11-05,3,ede1ffeb-90e6-4fbf-89cd-d4365ffaa918
2794,2020-09-16,2,57c6aa01-9c0c-4791-9e14-547219782d13
2912,2020-01-28,2,260ad66e-1823-4b43-a5b6-60fde00ae6b0
4667,2020-12-01,1,00afca94-49d5-4fdd-97f2-2356b9f844c3
2235,2020-10-25,6,36b8817e-f6ea-4612-a968-cfb5f1e4eaf9
2353,2020-02-05,3,872b04ad-617b-420a-9798-4a1066305ccb
3449,2020-08-03,0,59c219af-519b-49cf-8059-58c4856710fe
1058,2020-10-11,6,719ab9b9-e244-4446-8f92-dd2a7c9d3190
1027,2020-05-17,6,3ae1795b-0929-4c38-950c-603caa7da42c
3302,2020-05-22,4,ec734a9b-faab-4c92-b30e-338c614a1fab
2229,2020-05-30,5,3c427897-dd9d-4deb-8ff9-b630c516021c
2188,2020-08-15,5,746c6403-0568-44e8-b1fc-6f28e4cc4ac3
1547,2020-04-18,5,cb97dfaa-c25d-4d96-bd0e-1170d23c4a74
1649,2020-06-30,1,dcb8504a-855a-44f7-8f2f-ebb01889d361
3254,2020-10-09,4,26d2ff3c-6d6f-4a1f-9fc6-51b8014bdc8c
2818,2020-07-11,5,353a1918-5ef6-41ba-84f9-7dcf47262302
2703,2020-08-05,2,abfb3c20-ff02-4e3f-b353-4bc4aa21c8ad
3332,2020-01-31,5,cee8681a-c10a-41bb-b0d6-5b0e99fefe75
2473,2020-01-07,2,6769f038-249d-4d33-b163-30d8cb94951c
2810,2020-12-30,2,3fab572b-2998-474c-8fe1-1b948fb65d59
1033,2020-04-22,2,eca6dbaa-3e21-4e61-a351-0ff988100bd8
4222,2020-05-27,2,a799b1cb-397e-4a1e-b8e5-a582779a8ab1
3679,2020-09-21,0,879327c4-3f30-41cc-8e72-b5d14b7816bf
2212,2020-08-27,3,0ae963ac-8fd5-456f-8138-0c1f3557e5a8
1507,2020-06-22,0,15c8c490-9863-4228-bbce-ac2647c60104
2870,2020-01-21,2,973f035e-bc47-4d5f-9ac4-8cc8d78776bb
3429,2020-04-26,6,fdc1b5a5-67e9-4756-9973-008c479d960f
4148,2020-09-04,4,ed12e0a0-4074-43cb-b617-e2a4ab47f385
2970,2020-12-30,2,a0abd5a5-63e0-4865-b770-ba6d53c6434e
2013,2020-08-30,6,404b27ef-ab64-49ac-a75e-0e3beec557fd
3967,2020-05-30,5,e598755a-ba01-4c10-a936-b1d6b2d1ea7b
2885,2020-05-15,4,84dbd964-8a03-4179-a46b-027577538f05
3935,2020-02-07,5,527e8efe-19d4-46cb-9770-2fd7c88881c9
3283,2020-01-05,0,4254e770-319f-400f-895a-2a00e6a225ca
3268,2020-06-11,3,2a48efff-8125-44eb-83a2-ebcefbc0a0aa
3677,2020-04-30,3,d5a734fa-c33a-4678-969e-e7b4b5d3f780
3495,2020-06-27,5,286a0629-9691-41c9-982f-3281cf2e25ce
1410,2020-04-10,4,6c4293f5-60a9-47da-82b3-68c6d02610ce
2440,2020-06-06,5,d9c2d83f-3e6c-4640-b406-7ee907bb92d5
4088,2020-01-13,1,97561630-d83e-4ff4-8cac-159e9c88cdf0
2469,2020-09-23,2,f9c14f9c-d6bc-4d1a-b86e-8db38bf52907
4229,2020-06-03,2,1d45f6c2-ce9d-40b8-a0b7-c29679f3519b
2728,2020-02-08,6,c554271b-6455-4681-a9ef-525ed0168dc6
4694,2020-01-25,6,40ad370f-a9d2-4311-97c0-6f3ccd7a81a4
2836,2020-12-29,1,c03f0c72-e67a-49b9-a778-ab374e76a860
1311,2020-12-02,2,9a668cf8-2ded-4b1b-93d6-bab838c9c73b
1760,2020-01-23,4,8efdd54c-5e48-4f3a-af70-caf99e18abde
3656,2020-02-03,1,ca3af42c-0be8-40a6-938d-bb2fac2292d6
3720,2020-05-28,3,6f955232-54e0-4ed2-89da-d4b859ef74ec
2996,2020-09-26,5,8b78747f-f466-4b29-9756-6501796209a8
1949,2020-07-22,2,381e152a-e632-4b97-a000-5d7feff968a0
4498,2020-11-02,0,1592f6cb-3ec1-43e3-9de0-efca0f571ecc
2447,2020-12-28,0,dbe14b77-6e76-467a-91ed-5964f1f8fb8d
1952,2020-03-23,0,033a14c3-b9d4-4af7-b36e-534765d28655
4099,2020-01-27,1,8bdab25a-cc85-499a-9b8d-5a3bd714e017
1804,2020-12-03,3,55f97a40-6ee4-4461-8349-0e51a20932ea
1510,2020-05-16,5,eff9078b-59eb-4da8-b8fe-3d79dd1e3a28
2879,2020-04-18,5,66f1e509-6897-465d-8820-d3e044bdaea9
4899,2020-12-03,3,26d27891-1c44-43fe-bbbb-55967f2f3c33
4326,2020-09-29,1,24886756-56e5-45f4-8a0b-e4c0c0b40035
1670,2020-05-17,6,f32e9cbf-0c13-4bbd-a8a8-10d2385940cf
1117,2020-05-24,6,e244f504-f3d8-4998-a876-da5836eec037
1346,2020-03-04,2,6938fa59-76d6-49fe-bda8-ee04b274ee39
1178,2020-11-15,6,1c50cf88-ae51-40d7-a756-ccbe3fc33dac
1649,2020-06-25,3,5699460f-e24d-4689-bf50-8ddf0ec4fd78
4651,2020-06-21,6,ef746505-b33d-4b9c-af6d-3ab93b67f549
4243,2020-02-04,2,500cc00d-f648-4a08-b351-781fc4508239
4429,2020-07-21,1,209d475e-225b-46cc-ae63-64d80f9d89f7
4645,2020-07-25,5,1bd39e68-f4b8-482b-896d-69bcbafb854b
4019,2020-07-24,4,d62b6002-03b4-49d9-bcd0-bc517ec7d89a
4459,2020-04-26,6,ca57d834-1474-4b76-b97c-61cb078b13f9
3006,2020-12-27,6,ffc905fd-af5d-4735-ae11-b583a4a0612a
1834,2020-09-17,3,1c07fd83-c70d-406c-8fe3-c1379388f81b
3236,2020-04-07,1,d8ae9671-9c57-4989-9c0f-ae83767a7762
1765,2020-11-03,1,480f0f68-2680-4ff4-803c-7a8a8020531a
3855,2020-09-03,3,ef14ea0a-5766-47fe-87a2-ae60390bfed6
4392,2020-11-28,5,df5de385-07f2-4691-b874-90acb1248b07
3330,2020-07-26,6,50468d75-f686-43fc-8a6d-7fdd6f9a1e30
1723,2020-02-09,0,b4033f94-a075-4d33-a4fe-d2cfc82b57bc
4110,2020-03-30,0,eaed667a-b1c3-43c3-adaf-e1de6750e78f
2600,2020-01-28,2,60248e05-9af8-43f2-991b-0e3ae2563083
2946,2020-07-10,4,90afef22-e4bb-481b-ad63-b03ad6cbc638
2426,2020-08-09,6,1679aba8-537b-481f-a27b-3b7024621d23
4170,2020-03-05,3,c9878757-6e00-43ce-83d7-215ee3d8ea32
1109,2020-06-04,3,b4195d58-4668-4d2f-9467-8676e3e23d62
3429,2020-04-01,2,c74c4d69-d7c2-43d4-9e5f-858712b03da6
2055,2020-04-02,3,9e69d21e-dcf8-406a-bc46-a7955726db56
2480,2020-09-20,6,d0dd63b3-b94f-4e27-a950-605e8755e5cb
2441,2020-05-30,5,d5469748-712b-4022-803e-13ef5681a092
1054,2020-04-10,4,309945f8-445a-4620-93ad-a2df5051ecd5
4818,2020-11-01,6,8bfb49d3-effa-4eb7-a84f-1149496f8ac7
3379,2020-01-21,2,b20f1d7f-7cc7-4e49-b3ca-7fd69c2889da
3939,2020-10-02,4,71ec3a2b-258d-4dc1-849c-a07921d845be
1367,2020-05-08,4,3b6e1948-67e3-497b-9b2e-82b5a269dcb7
1043,2020-10-01,3,4ce911d2-ac87-4d79-8ae7-c2b689d1ebe1
2231,2020-10-17,5,48aa0772-2f7c-4930-a7d2-da604740fe5c
3235,2020-12-28,0,39f61c2d-eb8d-4773-ba3a-f6f3bc44c6ae
4554,2020-07-16,3,043dd511-f8c8-43f7-ba2b-d3af7508268e
3245,2020-01-24,5,4e3020cd-2e6a-4342-bca0-6033b747c31d
2996,2020-05-19,1,c66aed0b-5400-4ad6-9662-655039c4728d
2507,2020-05-01,4,8a5fe1d0-1e91-4503-b3f1-0bdfd926cd78
4186,2020-10-25,6,cbd9b1bb-6635-48a1-bc53-ff7a3ff62f5b
3929,2020-04-28,1,0d908942-bc5d-41ee-8a2f-3a45208d8349
3760,2020-11-22,6,f653502a-0f20-4800-9175-1704dff985cf
