purchase_id,category
40ad370f-a9d2-4311-97c0-6f3ccd7a81a4,citrus fruit
c03f0c72-e67a-49b9-a778-ab374e76a860,UHT-milk
9a668cf8-2ded-4b1b-93d6-bab838c9c73b,candy
8efdd54c-5e48-4f3a-af70-caf99e18abde,newspapers
ca3af42c-0be8-40a6-938d-bb2fac2292d6,beef
6f955232-54e0-4ed2-89da-d4b859ef74ec,sausage
8b78747f-f466-4b29-9756-6501796209a8,frankfurter
381e152a-e632-4b97-a000-5d7feff968a0,canned beer
1592f6cb-3ec1-43e3-9de0-efca0f571ecc,bottled beer
dbe14b77-6e76-467a-91ed-5964f1f8fb8d,onions
033a14c3-b9d4-4af7-b36e-534765d28655,tropical fruit
8bdab25a-cc85-499a-9b8d-5a3bd714e017,bottled water
55f97a40-6ee4-4461-8349-0e51a20932ea,beef
eff9078b-59eb-4da8-b8fe-3d79dd1e3a28,sausage
66f1e509-6897-465d-8820-d3e044bdaea9,hair spray
26d27891-1c44-43fe-bbbb-55967f2f3c33,chicken
24886756-56e5-45f4-8a0b-e4c0c0b40035,pork
f32e9cbf-0c13-4bbd-a8a8-10d2385940cf,ice cream
e244f504-f3d8-4998-a876-da5836eec037,meat
6938fa59-76d6-49fe-bda8-ee04b274ee39,other vegetables
1c50cf88-ae51-40d7-a756-ccbe3fc33dac,bottled water
5699460f-e24d-4689-bf50-8ddf0ec4fd78,tropical fruit
ef746505-b33d-4b9c-af6d-3ab93b67f549,photo/film
500cc00d-f648-4a08-b351-781fc4508239,sausage
209d475e-225b-46cc-ae63-64d80f9d89f7,grapes
1bd39e68-f4b8-482b-896d-69bcbafb854b,domestic eggs
d62b6002-03b4-49d9-bcd0-bc517ec7d89a,rolls/buns
ca57d834-1474-4b76-b97c-61cb078b13f9,tropical fruit
ffc905fd-af5d-4735-ae11-b583a4a0612a,chicken
1c07fd83-c70d-406c-8fe3-c1379388f81b,frankfurter
d8ae9671-9c57-4989-9c0f-ae83767a7762,berries
480f0f68-2680-4ff4-803c-7a8a8020531a,margarine
ef14ea0a-5766-47fe-87a2-ae60390bfed6,tropical fruit
df5de385-07f2-4691-b874-90acb1248b07,ham
50468d75-f686-43fc-8a6d-7fdd6f9a1e30,hamburger meat
b4033f94-a075-4d33-a4fe-d2cfc82b57bc,yogurt
eaed667a-b1c3-43c3-adaf-e1de6750e78f,soda
60248e05-9af8-43f2-991b-0e3ae2563083,yogurt
90afef22-e4bb-481b-ad63-b03ad6cbc638,soda
1679aba8-537b-481f-a27b-3b7024621d23,bottled water
c9878757-6e00-43ce-83d7-215ee3d8ea32,sausage
b4195d58-4668-4d2f-9467-8676e3e23d62,citrus fruit
c74c4d69-d7c2-43d4-9e5f-858712b03da6,shopping bags
9e69d21e-dcf8-406a-bc46-a7955726db56,newspapers
d0dd63b3-b94f-4e27-a950-605e8755e5cb,frankfurter
d5469748-712b-4022-803e-13ef5681a092,sausage
309945f8-445a-4620-93ad-a2df5051ecd5,frankfurter
8bfb49d3-effa-4eb7-a84f-1149496f8ac7,salt
b20f1d7f-7cc7-4e49-b3ca-7fd69c2889da,oil
71ec3a2b-258d-4dc1-849c-a07921d845be,curd
3b6e1948-67e3-497b-9b2e-82b5a269dcb7,other vegetables
4ce911d2-ac87-4d79-8ae7-c2b689d1ebe1,citrus fruit
48aa0772-2f7c-4930-a7d2-da604740fe5c,frankfurter
39f61c2d-eb8d-4773-ba3a-f6f3bc44c6ae,root vegetables
043dd511-f8c8-43f7-ba2b-d3af7508268e,tropical fruit
4e3020cd-2e6a-4342-bca0-6033b747c31d,beef
c66aed0b-5400-4ad6-9662-655039c4728d,berries
8a5fe1d0-1e91-4503-b3f1-0bdfd926cd78,canned beer
cbd9b1bb-6635-48a1-bc53-ff7a3ff62f5b,whipped/sour cream
0d908942-bc5d-41ee-8a2f-3a45208d8349,root vegetables
f653502a-0f20-4800-9175-1704dff985cf,whole milk
be9cbdbf-b7e8-4790-9055-dbee7a469d5c,beef
3a500b4d-7c41-408a-bd6d-8bcce98c0faa,frozen vegetables
c1a75ada-26f5-42bb-9387-f5e8b75f933e,rolls/buns
5829820b-77f6-43c6-85b9-3b7b21fee382,whole milk
67f88ccf-9992-4c83-bfab-72d356260784,whole milk
2f77f02a-603a-4472-8a3c-8b21c387db2c,citrus fruit
8315dcb9-c974-4710-9bc7-eaed4d8be20f,pastry
4bcabac2-9390-401b-9ed9-cb67497795ae,frankfurter
9fec94a1-4485-4af1-888f-b27211f4c688,tropical fruit
1978d6f2-b00f-4e05-9f5a-5f15aa8f91dc,frankfurter
75d6f198-770a-4d9f-8dee-f73e29147035,berries
397db90a-e103-4731-a213-f5aed34fa246,rolls/buns
7a355f36-a4ad-4f45-b2b4-65665d4e5763,root vegetables
64fe57f6-ddbc-4c7b-8776-6e37b8cab1c6,yogurt
394858bc-eaa2-4c4c-a4bc-0f1ee32c5d1f,other vegetables
eb62adbe-0033-4ed7-933e-c38d4d7d809a,berries
f373d8cb-0cb6-4473-9877-9c46f03ab5a3,berries
c493fb46-2d93-406a-b47c-111694e3efe8,other vegetables
25088d16-b0f5-40bf-a7af-2d83eb049569,rolls/buns
76b5f54a-bf06-46fe-93ce-361bfd5d4558,ham
eeec578c-4a0c-46f2-b48b-eb122af012b5,whole milk
5f4cefd2-0c87-44ef-bf14-b8e081cbb073,tropical fruit
0ab39b4f-fd7e-44c6-bee5-3d4100bda153,bottled water
c73ecac9-d998-466e-a003-3364626e1d14,butter milk
44afe161-bef2-4ddd-a0b8-a351bcacfc9f,newspapers
15c856ca-a8fa-4727-a3d0-d2091a372054,coffee
198a0e50-b6dc-4409-8c7f-b528636e3d06,bottled beer
61af9133-62fa-459c-a7e3-d5634462453a,onions
24d351c0-fa52-44ff-98ec-a3ba6e935711,hamburger meat
6ed004b3-2f4e-429f-ba70-52d4c11e8f70,sausage
40df5e2e-8afd-43de-86a8-69859ce4a584,hard cheese
f7598080-3afb-4d09-b013-18af3c130086,sausage
dbf89554-4784-4676-920c-1b8b7331b24d,hamburger meat
8673432f-3c71-4c4d-af12-f0cbea0edde9,onions
2413d7d5-3424-46db-8af2-d446d9152fca,coffee
4e213c44-3f3b-4179-91b3-721360c2d5a6,shopping bags
e1564b17-18e4-4360-9100-1de7c697219b,yogurt
6ef37378-0558-455d-8f76-4494dd20ee7c,soda
28e60013-a2ca-466d-bda9-03be8e66a87c,sliced cheese
9e253553-ccb8-47bc-b329-420b87d7b58c,sausage
677a2c77-7257-4ffe-9e4e-9190c3045652,yogurt
acc9f255-2700-4251-bd4c-04be19200d8a,domestic eggs
dc7a120e-60ab-4a2c-982b-50e5d99fbe38,whole milk
884d663a-0cb1-496e-896c-325a93606ac3,meat
9c82b470-989c-4845-aef9-97aeaead20e7,dish cleaner
0891f358-7afb-42a6-8303-eb471d4a6fd6,other vegetables
b187fc4e-a572-40e0-8453-f210f4d39f01,whole milk
43f073b4-0266-4346-a039-612afead79ab,other vegetables
d1daf8f2-09bd-4fd7-bc17-bc2653f7ac99,tropical fruit
c954c948-ac35-4134-a4fe-b8d4caac2985,baking powder
fcd6ca37-7020-475c-94a0-eebb2803f428,specialty bar
e0b490c3-2fd3-4ea8-8ca3-0f9c71f4eaf0,ice cream
cfd6c08b-357d-45e9-a474-9c636625fa9a,frankfurter
e7afb09e-d348-4f50-a779-097c473f437a,canned beer
c0464bdb-23b6-410c-a2c6-46654cd46a2a,bottled water
b43378d4-586c-4f10-83da-10bf057f95dd,other vegetables
2a6dfc38-47aa-45e1-933f-0eaa2f8520a1,citrus fruit
037b717b-985d-41bb-9177-b4e6b939e0af,sausage
ec8719eb-e031-4984-bb35-6ddb8f921988,domestic eggs
e7db868a-c7d9-474d-a2f5-e6ded071e128,pork
559bc575-1f95-44ac-b6d7-170b2598555c,specialty cheese
0132875f-beb4-4d7b-850a-1e47863b45e3,pork
c9f7e0e0-18b1-4fce-ab2b-ce70d07af0b6,beef
8262eca0-c6bb-46f8-a014-759612c74b0f,other vegetables
9567fe4e-5bc6-4dba-b3e5-52294742cc85,chicken
ec0096d8-aa92-44aa-8d19-0dcd731c67ad,soda
8c72e68e-3a90-4fa2-b1a8-99ad0ec137b8,whole milk
03f1cce2-9d02-4ccf-9f70-6a78165fb0ae,rolls/buns
7fe57eb0-e35e-4cfa-945c-f84848bc39b1,bottled beer
64efa69c-173d-4a7f-bfca-2e986870e53d,root vegetables
7eb1efb9-dcf5-4666-b102-e0a07acfaae2,pastry
c12a6677-38b9-4170-8be3-075ca878dfef,berries
1b4e31fb-275a-4ed3-965b-122ccf8b7361,citrus fruit
51c5e13f-4d10-4977-b829-88f1956386e6,whole milk
1095815c-132c-45aa-99d8-94d2ffecba4b,soda
